source,target,weight
decades,original,1
scenes,chocolate,1
scenes,elaborate,1
scenes,original,1
hot,line,1
reminiscent,colors,1
nourishing,book,1
original,pile,1
wait,easy,1
rap/hip,first,1
hop,first,1
first,mistake,1
great,songs,1
great,form,1
great,music,1
great,world,1
songs,lowest,1
lowest,form,1
lowest,music,1
lowest,world,1
actors,flat,1
johnny,flat,1
depp,flat,1
2-dimensional,boring,1
shone,great,1
anyone,great,1
depp,great,1
movie,original,1
fire,original,1
release,original,1
way,original,1
ooh,wait,1
original,wait,1
time,last,1
time,better,1
thirty,one,1
thirty,today,1
years,original,1
original,one,1
original,today,1
movie,better,1
second,perspective,1
second,outlook,1
third,perspective,1
third,outlook,1
time,second,1
time,offended,1
time,third,1
perspective,better,1
perspective,second,1
perspective,third,1
better,outlook,1
better,time,1
outlook,second,1
outlook,third,1
movie,offended,1
movie,last,1
nobody,original,1
original,feces,1
movie,original,1
final,summary-,1
original,music,1
original,danny,1
original,elfman,1
great,johnny,1
great,depp,1
great,fact,1
great,tim,1
great,burton,1
great,music,1
great,danny,1
great,elfman,1
opening,bad,1
chocolate,bad,1
molds,bad,1
creepy,bad,1
music,bad,1
character,pathetic,1
willy,pathetic,1
wonka,pathetic,1
character,weak,1
character,ridiculous,1
least,gene,1
least,wilder,1
original,burton,1
original,tim,1
original,fact,1
appeals,small,1
final,movie,1
final,appeals,1
final,children,1
final,people,1
summary-,small,1
summary-,ignorant,1
summary-,original,1
movie,small,1
movie,ignorant,1
movie,original,1
appeals,ignorant,1
original,depp,1
appeals,original,1
small,children,1
small,people,1
children,ignorant,1
children,original,1
ignorant,people,1
people,original,1
movie,original,1
movie,great,1
original,johnny,1
thirty,years,1
movie,thirty,1
least,attention,1
wonka,like,1
die-hard,burton,1
die-hard,depp,1
die-hard,fans,1
die-hard,remake,1
die-hard,watching,1
burton,worth,1
depp,worth,1
fans,worth,1
remake,worth,1
worth,watching,1
family,dark,1
film,dark,1
dark,interpretation,1
dark,dahl,1
dark,children,1
dark,book,1
depp,falsetto,1
inspiration,falsetto,1
wonka,falsetto,1
michael,falsetto,1
jackson,falsetto,1
falsetto,voice,1
falsetto,glasses,1
big,break,1
jig,top,1
bed,top,1
better,grandparent,1
first,hour,1
oompah,much,1
oompah,better,1
loompah,much,1
loompah,better,1
much,unique,1
better,unique,1
kids,better,1
kids,new,1
kids,top,1
better,version,1
....,top,1
better,....,1
better,bed,1
better,jig,1
grandparent,new,1
grandparent,top,1
new,version,1
new,....,1
new,bed,1
new,jig,1
version,top,1
falsetto,gloves,1
wonka,unhappy,1
way,original,1
like,children,1
exact,regard,1
remake,great,1
remake,original,1
great,burton,1
great,regard,1
original,burton,1
original,regard,1
bad,marriage,1
bad,director,1
bad,movie,1
good,directors,1
good,hands,1
latest,effort,1
effort,flat,1
version,original,1
version,beloved,1
willy,original,1
willy,beloved,1
wonka,original,1
wonka,beloved,1
original,classic,1
beloved,classic,1
way,thirty,1
exact,burton,1
exact,remake,1
last,night,1
special,film,1
like,parents,1
like,flashbacks,1
like,childhood,1
like,book,1
children,unhappy,1
parents,unhappy,1
flashbacks,unhappy,1
unhappy,childhood,1
unhappy,book,1
special,effects,1
effects,noteworthy,1
movie,last,1
effects,overall,1
effects,happy,1
noteworthy,film,1
overall,film,1
happy,film,1
boy,bright,1
charlie,bright,1
bright,spot,1
bright,dark,1
bright,film,1
least,character,1
least,strange-but-not-someone-to-mess-with,1
able,novel,1
oompa,original,1
young,book,1
young,story,1
willy,distracting,1
father,distracting,1
book,distracting,1
distracting,story,1
sure,burton,1
sure,rock,1
sure,'n,1
sure,roll,1
sure,oompa,1
sure,loompa,1
sure,hit,1
sure,dah,1
sure,sorry,1
sure,music,1
burton,original,1
burton,loud,1
rock,original,1
rock,loud,1
'n,original,1
'n,loud,1
roll,original,1
young,father,1
young,willy,1
byplay,distracting,1
special,effects,1
elaborate,effects,1
elaborate,performances,1
elaborate,lack,1
elaborate,direction,1
sets,special,1
sets,wooden,1
kinds,special,1
kinds,wooden,1
gadgets,special,1
gadgets,wooden,1
special,performances,1
byplay,young,1
special,lack,1
special,direction,1
effects,wooden,1
wooden,performances,1
wooden,lack,1
wooden,direction,1
original,story,1
story,original,1
addition,young,1
addition,distracting,1
roll,loud,1
oompa,loud,1
elaborate,kinds,1
loompa,original,1
leslie,original,1
leslie,much,1
leslie,better,1
bricusse,original,1
bricusse,much,1
bricusse,better,1
original,story,1
much,story,1
better,story,1
bottom,line,1
bottom,remake,1
bottom,justice,1
line,flashy,1
line,original,1
flashy,remake,1
flashy,justice,1
remake,original,1
justice,original,1
movie,able,1
movie,unexpected,1
movie,fresh,1
novel,able,1
novel,unexpected,1
newley,better,1
newley,much,1
newley,original,1
music,loud,1
loompa,loud,1
hit,original,1
hit,loud,1
lyrics,original,1
dah,original,1
dah,loud,1
original,sorry,1
original,lyrics,1
original,music,1
sorry,loud,1
pithy,ditties,1
anthony,better,1
pithy,anthony,1
pithy,newley,1
pithy,leslie,1
pithy,bricusse,1
pithy,story,1
ditties,original,1
ditties,much,1
ditties,better,1
anthony,original,1
anthony,much,1
elaborate,gadgets,1
elaborate,sets,1
original,gene,1
characters,poor,1
factory,mysterious,1
much,willy,1
much,wonka,1
much,past,1
much,man,1
much,candy,1
much,maker,1
willy,pathetic,1
willy,mysterious,1
wonka,pathetic,1
wonka,mysterious,1
past,pathetic,1
past,mysterious,1
pathetic,man,1
pathetic,candy,1
pathetic,maker,1
man,mysterious,1
mysterious,candy,1
mysterious,maker,1
flashback,unnecessary,1
scene,unnecessary,1
oompa-loompas,unnecessary,1
unnecessary,ridiculousness,1
factory,pathetic,1
factory,much,1
chocolate,mysterious,1
new,wonka,1
original,wilder,1
original,character,1
original,attention,1
original,strange-but-not-someone-to-mess-with,1
gene,seem,1
wilder,seem,1
character,seem,1
attention,seem,1
seem,strange-but-not-someone-to-mess-with,1
new,willy,1
new,absent,1
chocolate,pathetic,1
new,child,1
new,presence,1
new,make-up,1
version,much,1
version,pathetic,1
version,mysterious,1
charlie,much,1
charlie,pathetic,1
charlie,mysterious,1
chocolate,much,1
unnecessary,movie,1
children,poor,1
burton,wooden,1
characters,like,1
neurotic,wonka,1
neurotic,dahl,1
neurotic,story,1
runaway,creative,1
runaway,eccentric,1
child,creative,1
child,eccentric,1
creative,wonka,1
creative,dahl,1
creative,story,1
eccentric,wonka,1
eccentric,dahl,1
eccentric,story,1
children,cardboard,1
children,real,1
cardboard,cutouts,1
cardboard,energy,1
cardboard,overact,1
cutouts,real,1
real,energy,1
real,overact,1
burton,elaborate,1
burton,special,1
neurotic,child,1
neurotic,runaway,1
wonka,eccentric,1
wonka,original,1
characters,sick,1
like,caricatures,1
like,dialogue,1
caricatures,sick,1
dialogue,sick,1
film,original,1
line,original,1
version,original,1
dahl,original,1
willy,original,1
movie,original,1
wonka,creative,1
energy,original,1
characterization,original,1
original,film,1
tim,neurotic,1
tim,creative,1
tim,eccentric,1
burton,neurotic,1
burton,creative,1
burton,eccentric,1
wonka,neurotic,1
daughter,first,1
old,hour,1
old,daughter,1
wonka,black,1
honesty,selflessness,1
honesty,softer,1
bravery,selflessness,1
bravery,softer,1
selflessness,burton,1
selflessness,film,1
selflessness,heart,1
selflessness,side,1
burton,softer,1
film,softer,1
heart,softer,1
softer,side,1
added,storyline,1
added,relationship,1
added,wonka,1
added,father,1
added,entertaining,1
storyline,less,1
relationship,less,1
wonka,less,1
father,less,1
less,entertaining,1
time,black,1
good,gobstopper,1
good,deed,1
mistake,good,1
likely,part,1
scene,good,1
charlie,likely,1
charlie,original,1
grandpa,likely,1
grandpa,original,1
grandpa,good,1
film,likely,1
film,original,1
film,good,1
likely,character,1
likely,charlie,1
original,gobstopper,1
likely,mistake,1
likely,deed,1
likely,gobstopper,1
character,original,1
character,good,1
part,original,1
part,good,1
original,charlie,1
original,mistake,1
original,deed,1
flashback,black,1
black,entrapment,1
scene,likely,1
black,insanity,1
overall,music,1
real,strength,1
real,film,1
real,colors,1
real,lights,1
real,music,1
moral,strength,1
moral,film,1
moral,colors,1
moral,lights,1
moral,music,1
strength,good,1
strength,classic,1
strength,original,1
film,good,1
film,classic,1
film,original,1
colors,good,1
colors,classic,1
colors,original,1
lights,good,1
lights,classic,1
lights,original,1
overall,lights,1
overall,colors,1
overall,film,1
forgiveness,family,1
father,forgiveness,1
father,little,1
father,crooked,1
end,forgiveness,1
end,little,1
end,crooked,1
movie,forgiveness,1
movie,little,1
movie,crooked,1
forgiveness,charlie,1
forgiveness,house,1
overall,strength,1
charlie,little,1
charlie,crooked,1
family,little,1
family,crooked,1
factory,little,1
factory,crooked,1
little,house,1
little,factory,1
crooked,house,1
crooked,factory,1
scene,original,1
bubble,gobstopper,1
year,first,1
whole,shoot,1
father,much,1
father,facial,1
father,taffy,1
much,emotion,1
much,puller,1
much,machine,1
facial,emotion,1
facial,puller,1
facial,machine,1
emotion,taffy,1
taffy,puller,1
taffy,machine,1
granpa,ok,1
granpa,first,1
ok,'into,1
ok,one,1
'into,first,1
first,one,1
veruca,whole,1
veruca,little,1
whole,heart,1
whole,brat,1
whole,better,1
little,person,1
father,little,1
anything,little,1
first,pipe,1
original,loss,1
original,children,1
parents,great,1
great,sense,1
great,loss,1
great,children,1
example,first,1
augustus,first,1
mom,first,1
first,one,1
veruca,bad,1
mike,little,1
father,bad,1
bad,nut,1
bad,shoot,1
bad,squirrel,1
'golden,egg,1
'golden,nuts,1
'golden,bunch,1
'golden,nut,1
'golden,crackers,1
'golden,squirrels,1
whole,squirrel,1
whole,abilities,1
bubble,deed,1
heart,little,1
improvements,last,1
special,effects,1
special,elevator,1
special,scenes,1
special,one,1
effects,several,1
effects,last,1
elevator,several,1
elevator,last,1
several,scenes,1
several,one,1
scenes,last,1
last,one,1
characters,added,1
factory,added,1
end,added,1
added,plus,1
bubble,scene,1
bubble,grandpa,1
bubble,film,1
bubble,character,1
bubble,part,1
bubble,mistake,1
improvements,several,1
improvements,special,1
indication,little,1
music,different,1
brat,little,1
little,better,1
little,squirrel,1
little,shoot,1
little,abilities,1
oompa,little,1
loompas,little,1
guy,little,1
midgets,little,1
little,men,1
music,many,1
psychologist,little,1
different,wardrobe,1
different,changes,1
different,formation,1
different,acts,1
many,wardrobe,1
many,changes,1
many,formation,1
many,acts,1
oompa,little,1
loompa,little,1
good,music,1
classic,music,1
music,original,1
etc,annoying,1
speak,'candy,1
speak,annoying,1
british,accent,1
british,terms,1
british,bar,1
british,'yippee,1
british,etc,1
british,..,1
accent,american,1
accent,'candy,1
accent,annoying,1
american,terms,1
american,bar,1
american,'yippee,1
american,etc,1
american,..,1
terms,'candy,1
terms,annoying,1
'candy,bar,1
'candy,'yippee,1
'candy,etc,1
'candy,..,1
bar,annoying,1
speak,american,1
speak,british,1
family,annoying,1
worth,work,1
entire,oompa,1
entire,loompa,1
entire,doo,1
generation,doopady,1
youngsters,doopady,1
living,doopady,1
happiness,doopady,1
oompa,doopady,1
loompa,doopady,1
doopady,doo,1
fine,work,1
family,'candy,1
work,original,1
film,sure,1
crap,sure,1
sure,crap,1
charlie,british,1
charlie,american,1
charlie,'candy,1
charlie,annoying,1
family,british,1
family,american,1
'yippee,annoying,1
..,annoying,1
children,rotten,1
shud,oompa,1
bit,wonka,1
bearable,depp,1
johnny,depp,1
depp,funny,1
depp,wonka,1
huge,fan,1
huge,willy,1
huge,wonka,1
huge,gene,1
huge,wilder,1
huge,genius,1
fan,original,1
original,willy,1
original,wonka,1
original,gene,1
original,wilder,1
original,genius,1
johnny,horrible,1
depp,horrible,1
dramatized,version,1
dramatized,play,1
dramatized,acting,1
year,old,1
bit,funny,1
bit,johnny,1
bit,bearable,1
character,annoying,1
shud,annoying,1
..,loompa,1
..,character,1
oompa,loompa,1
oompa,..,1
oompa,character,1
loompa,..,1
loompa,annoying,1
..,annoying,1
character,..,1
poor,film,1
thing,wonka,1
poor,thing,1
poor,bit,1
poor,depp,1
film,bearable,1
film,johnny,1
film,funny,1
film,wonka,1
thing,bearable,1
thing,johnny,1
thing,funny,1
entire,happiness,1
entire,living,1
entire,youngsters,1
entire,generation,1
uncaring,morals,1
parents,rotten,1
rotten,children,1
rotten,emphasis,1
rotten,morals,1
honest,decision,1
honest,film,1
honest,lives,1
sceptical,decision,1
sceptical,film,1
sceptical,lives,1
decision,classic,1
decision,many,1
classic,film,1
classic,lives,1
film,many,1
lives,many,1
depp,mixed,1
depp,sad,1
depp,underlying,1
characterisation,mixed,1
characterisation,sad,1
characterisation,underlying,1
uncaring,emphasis,1
uncaring,children,1
uncaring,parents,1
typical,children,1
brats,rotten,1
charlie,rotten,1
rotten,bunch,1
rotten,prize,1
typical,hollywood,1
typical,film,1
typical,society,1
typical,reflection,1
typical,future,1
typical,parents,1
typical,emphasis,1
future,rotten,1
typical,morals,1
hollywood,uncaring,1
hollywood,rotten,1
film,uncaring,1
film,rotten,1
society,uncaring,1
society,rotten,1
reflection,uncaring,1
reflection,rotten,1
future,uncaring,1
wonka,mixed,1
wonka,sad,1
wonka,underlying,1
integral,part,1
child,sad,1
child,underlying,1
sad,personality,1
sad,defects,1
underlying,personality,1
underlying,defects,1
oompa,integral,1
loompa,integral,1
tunes,integral,1
lyrics,integral,1
integral,culture,1
jackson,sad,1
integral,dare,1
technological,improvements,1
technological,terms,1
technological,production,1
technological,charlie,1
technological,chocolate,1
technological,factory,1
technological,nothing,1
technological,films,1
technological,legacy,1
jackson,underlying,1
michael,underlying,1
blend,mixed,1
style,underlying,1
blend,sad,1
blend,underlying,1
jim,mixed,1
jim,sad,1
jim,underlying,1
carrey,mixed,1
carrey,sad,1
carrey,underlying,1
style,mixed,1
style,sad,1
slapstick,mixed,1
michael,sad,1
slapstick,sad,1
slapstick,underlying,1
caricature,mixed,1
caricature,sad,1
caricature,underlying,1
mixed,michael,1
mixed,jackson,1
mixed,child,1
mixed,personality,1
mixed,defects,1
able,visualization,1
able,order,1
original,parents,1
new,rest,1
charm,vibrant,1
charm,memorable,1
better,performances,1
better,energy,1
better,cast,1
better,rousing,1
better,songs,1
performances,vibrant,1
performances,memorable,1
vibrant,energy,1
vibrant,cast,1
vibrant,rousing,1
vibrant,songs,1
energy,memorable,1
cast,memorable,1
rousing,memorable,1
memorable,songs,1
acting,special,1
directing,special,1
creativity,special,1
special,effects,1
new,belongs,1
new,garbage,1
charm,better,1
class,memorable,1
class,vibrant,1
supporting,opinion,1
poor,movie,1
poor,freak,1
excuse,frank,1
burton,frank,1
behalf,frank,1
depp,frank,1
movie,frank,1
freak,frank,1
wonka,supporting,1
supporting,character,1
stars,art,1
class,better,1
cinematography,art,1
art,direction,1
art,movie,1
art,beautiful,1
ruining,old,1
old,classic,1
skip,horrific,1
skip,original,1
horrific,remake,1
remake,original,1
new,heap,1
new,pop-culture,1
poor,behalf,1
new,trash,1
christopher,snotty,1
lee,decent,1
lee,best,1
lee,quirky,1
lee,funny,1
lee,original,1
lee,full,1
lee,snotty,1
deep,decent,1
deep,best,1
deep,quirky,1
deep,funny,1
deep,original,1
deep,full,1
deep,snotty,1
roy,decent,1
roy,best,1
roy,quirky,1
roy,funny,1
roy,original,1
roy,full,1
roy,snotty,1
decent,johnny,1
christopher,full,1
christopher,original,1
christopher,funny,1
cgi-animated,pop-culture,1
belongs,recent,1
belongs,cgi-animated,1
garbage,recent,1
garbage,cgi-animated,1
heap,recent,1
heap,cgi-animated,1
rest,recent,1
rest,cgi-animated,1
recent,pop-culture,1
recent,trash,1
cgi-animated,trash,1
christopher,quirky,1
new,film,1
new,tim,1
new,burton,1
new,life,1
new,chocolate,1
new,factory,1
new,computer,1
new,graphics,1
christopher,decent,1
christopher,best,1
poor,depp,1
poor,burton,1
decent,life,1
best,height,1
horrible,addition,1
horrible,wonka,1
horrible,father,1
horrible,lack,1
horrible,wit,1
addition,overall,1
wonka,overall,1
father,overall,1
overall,lack,1
overall,wit,1
oompa,worth,1
loompa,worth,1
torture,full,1
rent,full,1
full,price,1
original,film,1
original,time,1
johnny,best,1
johnny,fun,1
depp,best,1
depp,fun,1
best,personation,1
best,michael,1
story,overall,1
story,horrible,1
comparison,overall,1
new,theater,1
fantastic,laugh,1
four,laugh,1
laugh,cry,1
killing,least,1
box,least,1
office,least,1
least,something,1
new,willy,1
new,wonka,1
new,movie,1
new,screaming,1
comparison,horrible,1
big,fan,1
big,travesty,1
fan,original,1
original,travesty,1
children,horrible,1
children,overall,1
brats,horrible,1
brats,overall,1
veruca,horrible,1
veruca,overall,1
best,jackson,1
best,wacko,1
poor,excuse,1
best,jacko,1
horrible,movie,1
good,lines,1
good,charlie,1
good,chocolate,1
good,factory,1
lines,new,1
lines,original,1
movie,new,1
new,charlie,1
new,chocolate,1
new,factory,1
new,movie,1
charlie,original,1
chocolate,original,1
factory,original,1
disappointed,movie,1
book,favorite,1
sequel,favorite,1
matter,favorite,1
favorite,children,1
favorite,books,1
favorite,film,1
favorite,adaptation,1
horrible,wonderland,1
horrible,alice,1
scissorhands,horrible,1
jacko,fun,1
best,era,1
best,chuckles,1
best,movie,1
best,weird,1
best,way,1
personation,fun,1
michael,fun,1
jackson,fun,1
height,fun,1
wacko,fun,1
era,fun,1
edward,horrible,1
chuckles,fun,1
movie,fun,1
weird,fun,1
fun,way,1
biggest,movie,1
problem,biggest,1
movie,biggest,1
weirdness,weird,1
kind,horrible,1
difference,horrible,1
decent,depp,1
decent,character,1
able,audience,1
offensive,kids,1
wrong,character,1
wrong,development,1
wrong,kids,1
wrong,time,1
offensive,loompa,1
offensive,people,1
offensive,man,1
offensive,computer,1
offensive,johnny,1
offensive,depp,1
offensive,creepy,1
offensive,interpretation,1
offensive,willy,1
offensive,michael,1
offensive,jackson,1
offensive,similarities,1
offensive,giggle,1
offensive,danny,1
offensive,elfman,1
offensive,songs,1
offensive,story,1
offensive,childhood,1
offensive,character,1
wrong,childhood,1
wrong,story,1
wrong,songs,1
wrong,man,1
wonderful,wilder,1
wonderful,willy,1
wonderful,wonka,1
original,gene,1
original,wilder,1
original,willy,1
original,wonka,1
bad,movie,1
wrong,loompa,1
wrong,people,1
wrong,computer,1
wrong,elfman,1
wrong,johnny,1
wrong,depp,1
wrong,creepy,1
wrong,interpretation,1
wrong,willy,1
wrong,michael,1
wrong,jackson,1
wrong,similarities,1
wrong,giggle,1
wrong,danny,1
offensive,development,1
offensive,time,1
shlock,original,1
oompa,loompa,1
loompa,whole,1
loompa,unnecessary,1
people,little,1
people,many,1
people,serious,1
people,creepy,1
people,bad,1
people,whole,1
people,unnecessary,1
little,man,1
little,computer,1
little,johnny,1
little,depp,1
little,creepy,1
little,interpretation,1
little,willy,1
little,michael,1
little,jackson,1
little,similarities,1
little,giggle,1
little,danny,1
little,elfman,1
little,songs,1
loompa,bad,1
loompa,creepy,1
loompa,serious,1
oompa,similarities,1
oompa,people,1
oompa,man,1
oompa,computer,1
oompa,johnny,1
oompa,depp,1
oompa,creepy,1
oompa,interpretation,1
oompa,willy,1
oompa,michael,1
oompa,jackson,1
oompa,giggle,1
loompa,many,1
oompa,danny,1
oompa,elfman,1
oompa,songs,1
oompa,story,1
oompa,childhood,1
oompa,character,1
oompa,development,1
oompa,kids,1
oompa,time,1
loompa,little,1
wonderful,gene,1
shlock,wonderful,1
decent,times,1
funny,boring,1
best,cast,1
life,quirky,1
life,funny,1
life,original,1
life,full,1
life,snotty,1
character,quirky,1
character,funny,1
character,original,1
character,full,1
character,snotty,1
quirky,times,1
quirky,dull,1
quirky,remake,1
quirky,boring,1
quirky,performances,1
quirky,dregs,1
quirky,cast,1
times,funny,1
times,original,1
times,full,1
times,snotty,1
funny,dull,1
best,dregs,1
best,performances,1
best,boring,1
johnny,full,1
decent,dull,1
decent,remake,1
decent,boring,1
decent,performances,1
decent,dregs,1
decent,cast,1
johnny,best,1
johnny,quirky,1
johnny,funny,1
johnny,original,1
johnny,snotty,1
best,remake,1
depp,best,1
depp,quirky,1
depp,funny,1
depp,original,1
depp,full,1
depp,snotty,1
best,life,1
best,character,1
best,times,1
best,dull,1
funny,remake,1
funny,performances,1
skip,original,1
funny,dregs,1
factory,unintelligible,1
horrible,fate,1
horrible,hundreds,1
horrible,clones,1
horrible,actor,1
horrible,deep,1
horrible,roy,1
horrible,oompa,1
horrible,loompas,1
horrible,songs,1
fate,unintelligible,1
hundreds,unintelligible,1
clones,unintelligible,1
actor,unintelligible,1
deep,unintelligible,1
roy,unintelligible,1
oompa,unintelligible,1
loompas,unintelligible,1
unintelligible,songs,1
worse,group,1
worse,actors,1
worse,time,1
skip,wonderful,1
factory,horrible,1
willy,unintelligible,1
willy,horrible,1
original,cast,1
funny,cast,1
dull,original,1
dull,full,1
dull,snotty,1
remake,original,1
remake,full,1
remake,snotty,1
original,boring,1
original,performances,1
original,dregs,1
full,boring,1
brat,unintelligible,1
full,performances,1
full,dregs,1
full,cast,1
boring,snotty,1
snotty,performances,1
snotty,dregs,1
snotty,cast,1
snotty,horrible,1
snotty,unintelligible,1
brat,horrible,1
visuals,laugh,1
fancy,cry,1
fancy,four,1
instruction,original,1
burton,original,1
burton,whole,1
half,loose,1
half,important,1
half,dramatic,1
half,original,1
half,whole,1
half,flat,1
half,soulless,1
loose,instruction,1
loose,end,1
loose,family,1
loose,urgency,1
loose,world,1
loose,excitement,1
loose,race,1
loose,golden,1
loose,tickets,1
loose,wit,1
loose,immediacy,1
loose,burton,1
loose,version,1
instruction,important,1
burton,dramatic,1
burton,important,1
burton,loose,1
version,glossy,1
original,children,1
original,parents,1
original,burton,1
original,version,1
original,nothing,1
original,visuals,1
something,glossy,1
children,glossy,1
parents,glossy,1
burton,glossy,1
nothing,glossy,1
test,soulless,1
glossy,visuals,1
charlie,original,1
test,original,1
original,end,1
test,loose,1
test,important,1
test,dramatic,1
test,original,1
test,whole,1
test,flat,1
instruction,dramatic,1
instruction,whole,1
film,glossy,1
instruction,flat,1
dramatic,race,1
dramatic,golden,1
dramatic,tickets,1
dramatic,wit,1
dramatic,immediacy,1
dramatic,burton,1
dramatic,version,1
urgency,original,1
urgency,whole,1
urgency,flat,1
urgency,soulless,1
original,world,1
original,excitement,1
original,race,1
original,golden,1
original,tickets,1
original,wit,1
original,immediacy,1
original,burton,1
original,version,1
whole,world,1
whole,excitement,1
whole,race,1
dramatic,excitement,1
dramatic,world,1
dramatic,urgency,1
family,whole,1
instruction,soulless,1
end,important,1
end,dramatic,1
end,original,1
end,whole,1
end,flat,1
end,soulless,1
family,important,1
family,dramatic,1
family,original,1
family,flat,1
important,version,1
family,soulless,1
important,urgency,1
important,world,1
important,excitement,1
important,race,1
important,golden,1
important,tickets,1
important,wit,1
important,immediacy,1
important,burton,1
original,something,1
film,original,1
fancy,fantastic,1
massacre,original,1
real,mood,1
real,movie,1
particular,theme,1
particular,movie,1
particular,audience,1
johnny,unique,1
johnny,facial,1
depp,unique,1
depp,facial,1
unique,expression,1
unique,time,1
unique,movie,1
facial,expression,1
facial,time,1
facial,movie,1
jokes,forced,1
movie,predictable,1
predictable,everything,1
*,movie,1
*,theater,1
*,something,1
*,crashers,1
lot,funnier,1
real,goal,1
monotonic,acting,1
movie,monotonic,1
movie,unoriginal,1
unexpected,visualization,1
unexpected,novel,1
unexpected,order,1
unexpected,audience,1
visualization,fresh,1
order,fresh,1
fresh,audience,1
everything,obvious,1
everything,unoriginal,1
movie,obvious,1
fascinating,things,1
hrs,monotonic,1
fascinating,events,1
fascinating,factory,1
actors,pathetic,1
movie,pathetic,1
rest,whole,1
characters,whole,1
emotion,whole,1
whole,movie,1
examples,monotonic,1
beginning,monotonic,1
movie,original,1
legacy,original,1
basis,glossy,1
dark,hope,1
bit,perfect,1
movie,perfect,1
massive,wonka,1
massive,fan,1
studios,good,1
film,good,1
good,reviews,1
fan,turgid,1
burton,turgid,1
deppe,turgid,1
turgid,fare,1
favour,original,1
dvd,original,1
moral,basis,1
moral,film,1
moral,something,1
moral,children,1
moral,parents,1
moral,burton,1
moral,version,1
moral,nothing,1
moral,visuals,1
basis,original,1
book,perfect,1
apathetic,movie,1
apathetic,bit,1
dark,scissorhands,1
beauty,new,1
beauty,magic,1
new,wonka,1
new,movie,1
wonka,magic,1
movie,magic,1
burton,dark,1
movie,dark,1
dark,style,1
dark,edward,1
dark,gene,1
apathetic,book,1
dark,wilder,1
dark,version,1
morbid,freakiest,1
morbid,childish,1
depp,freakiest,1
depp,childish,1
freakiest,wonka,1
freakiest,charm,1
wonka,childish,1
childish,charm,1
whole,golden,1
whole,tickets,1
whole,wit,1
moral,obsession,1
numbers,unnecessary,1
nothing,unnecessary,1
story,unnecessary,1
unnecessary,tangent,1
structure,original,1
structure,linear,1
structure,clear,1
original,character,1
original,story,1
original,tandem,1
linear,character,1
linear,story,1
linear,tandem,1
clear,character,1
clear,story,1
clear,tandem,1
burton,moral,1
burton,sweet,1
version,moral,1
version,sweet,1
flashbacks,moral,1
flashbacks,sweet,1
moral,justification/explanations,1
lumpah,unnecessary,1
oompah,unnecessary,1
references,unnecessary,1
desire,pop,1
score,clear,1
lyrics,clear,1
clear,catchy,1
clear,story,1
burton,pop,1
burton,unnecessary,1
fig,pop,1
fig,unnecessary,1
dahl,pop,1
dahl,unnecessary,1
desire,unnecessary,1
pop,tangent,1
adult,pop,1
adult,unnecessary,1
viewers,pop,1
viewers,unnecessary,1
pop,references,1
pop,oompah,1
pop,lumpah,1
pop,numbers,1
pop,nothing,1
pop,story,1
moral,wonka,1
justification/explanations,sweet,1
whole,immediacy,1
wonka,sweet,1
sequence,ready,1
ready,film,1
irretrievable,tailspin,1
irretrievable,burton,1
irretrievable,opportunity,1
irretrievable,name,1
irretrievable,greats,1
tailspin,fantastic,1
burton,fantastic,1
fantastic,opportunity,1
fantastic,name,1
fantastic,greats,1
corporate,studios,1
corporate,time,1
corporate,book,1
corporate,inspiration,1
corporate,excuse,1
studios,classic,1
time,classic,1
classic,book,1
classic,inspiration,1
classic,excuse,1
fancy,visuals,1
title,ready,1
visuals,ready,1
original,time,1
action,interesting,1
sweet,obsession,1
burton,original,1
sweetshop,original,1
owner,original,1
script,first,1
script,interesting,1
first,lessons,1
first,scriptwriting,1
lessons,interesting,1
scriptwriting,interesting,1
interesting,action,1
original,ground,1
first,minutes,1
first,burton,1
first,film,1
first,relies,1
first,exposition,1
ten,minutes,1
ten,burton,1
ten,film,1
ten,relies,1
ten,exposition,1
original,story,1
original,catchy,1
original,lyrics,1
original,score,1
charlie,emotional,1
grandfather,emotional,1
emotional,momentum,1
emotional,charlie,1
emotional,root,1
lady,original,1
luck,original,1
original,nature,1
original,luck,1
charlie,good,1
charlie,believable,1
charlie,eventual,1
good,fortune,1
good,triumph,1
good,luck,1
good,charlie,1
good,respect,1
good,others,1
good,goodness,1
good,heart,1
good,success,1
fortune,believable,1
fortune,eventual,1
closeness,emotional,1
ground,emotional,1
determination,emotional,1
tickets,flat,1
whole,burton,1
whole,version,1
world,flat,1
world,soulless,1
excitement,flat,1
excitement,soulless,1
race,flat,1
race,soulless,1
golden,flat,1
golden,soulless,1
tickets,soulless,1
original,family,1
wit,flat,1
wit,soulless,1
immediacy,flat,1
immediacy,soulless,1
version,flat,1
version,soulless,1
charlie,original,1
charlie,intimate,1
charlie,humorous,1
family,original,1
believable,triumph,1
believable,luck,1
believable,charlie,1
many,times,1
burton,duplicated,1
duplicated,oompah,1
duplicated,loompah,1
dramatic,turn,1
dramatic,lifeblood,1
dramatic,film,1
nothing,many,1
burton,many,1
version,many,1
matter,many,1
many,things,1
deppe,duplicated,1
many,glass,1
many,elevators,1
deppe,bold,1
deppe,funny,1
wonka,bold,1
wonka,funny,1
bold,minutes,1
funny,minutes,1
music,original,1
music,clear,1
dimensional,duplicated,1
charlie,duplicated,1
believable,respect,1
eventual,heart,1
believable,others,1
