source,target,weight
new,factory,2
re-make,original,2
new,chocolate,2
tunnel,much,2
terms,fruitful,2
connection,previous,2
terms,psychedelic,2
original,great,2
classic,movie,2
good,children,2
big,version,2
timeless,wrong,2
timeless,great,2
interesting,movie,2
big,book,2
fantastic,film,2
many,movie,2
best,time,2
new,elevator,2
movie,better,2
tour-,face,2
new,glass,2
new,great,2
new,terms,2
movie,great,2
movie,wonderful,2
tour-,eyes,2
chocolate,unusual,2
original,glass,2
terms,eccentric,2
original,elevator,2
shot,good,2
tempers,good,2
family,good,2
theme,good,2
film,good,2
disney,good,2
good,bell,2
good,movie,2
movie,wrong,2
great,ball,2
great,son,2
great,yesterday,2
great,pleasure,2
original,wonka,2
original,willie,2
great,characters,2
factory,unusual,2
everything,great,2
movie,great,2
TRUE,film,2
nice,expectations,2
good,expectations,2
original,film,2
book,different,2
actors,british,2
charlie,british,2
wonka,real,2
look,much,2
family,all-american,2
boat,real,2
full,loompas,2
full,oompa,2
full,metal,2
tim,joyous,2
full,nuts,2
full,squirrels,2
overall,film,2
overall,look,2
weeks,real,2
room,sensitive,2
great,film,2
great,look,2
sweet,terms,2
character,british,2
beat,different,2
bratty,actions,2
different,jackson,2
real,movie,2
real,model,2
real,town,2
real,colors,2
real,start,2
real,film,2
real,river,2
writing,bratty,2
salt,real,2
material,bratty,2
source,bratty,2
fantastic,terms,2
squirrels,real,2
veruca,real,2
better,wonka,2
better,willie,2
overall,version,2
biggest,factory,2
song,different,2
watch-,character,2
book,fizzy,2
visual,neverland,2
visual,wonka,2
visual,depp,2
visuals,grand,2
brilliant,movie,2
visual,way,2
visual,bizarreness,2
different,faults,2
different,children,2
different,difference,2
different,attitude,2
different,theme,2
visual,compensate,2
dances,different,2
songs,different,2
visual,senses,2
visual,effects,2
musical,movie,2
musical,one,2
musical,tour,2
entire,time,2
musical,beginning,2
musical,puppets,2
new,things,2
character,recent,2
things,first,2
charlie,decent,2
delicious,charlie,2
book,original,2
scary,scene,2
child-like,charlie,2
songs,different,2
folks,wacky,2
weird,wacky,2
good,charlie,2
eccentric,johnny,2
fan,original,2
flashbacks,better,2
character,much,2
life,top,2
many,star,2
many,rock,2
many,people,2
many,sites,2
many,magazines/web,2
brilliant,charlie,2
rumor,many,2
character,top,2
good,movie,2
musical,number,2
grand,tour,2
grand,bang,2
excellent,willy,2
version,great,2
childhood,musical,2
huge,movie,2
first,version,2
excellent,boy,2
excellent,factory,2
christopher,musical,2
excellent,chocolate,2
bizarre,visual,2
excellent,wonka,2
lee,musical,2
wonka,musical,2
negative,movie,2
factory,ultimate,2
journey,visual,2
fascinating,wonka,2
burton,favorite,2
chocolate,ultimate,2
first,movie,2
good,end,2
father,musical,2
original,movie,2
wonka,crazed,2
crazed,candy,2
remakes,raunchy,2
factory,musical,2
remakes,vulgar,2
remakes,good,2
musical,characters,2
brilliant,time,2
johnny,much,2
time,different,2
loompas,musical,2
johnny,recent,2
oompa,musical,2
factory,visual,2
boring,musical,2
willy,visual,2
older,movie,2
wonka,visual,2
movie,classic,2
classic,boy,2
wonka,human,2
classic,factory,2
classic,chocolate,2
classic,wonka,2
parts,musical,2
classic,willy,2
movie,older,2
movie,squirrel,2
friends,weird,2
amazing,cgi,2
old,willy,2
little,kid,2
old,wonka,2
old,chocolate,2
kid,different,2
old,factory,2
touches,original,2
quick,protest,2
good,others,2
horrible,film,2
verucca,original,2
blue,eyes,2
original,factory,2
wonka,centric,2
original,movie,2
wonka,sole,2
deep,sins,2
sort,original,2
original,one,2
movies,quick,2
guidance,quick,2
die-hard,film,2
visual,cgi,2
rotten,kid,2
factory,different,2
wonka,black,2
dark,kids,2
seem,others,2
wonka,mysterious,2
oompalompas,much,2
oddball,character,2
original,song,2
original,kid,2
child,cinematic,2
physical,wonka,2
physical,book,2
wonka,scruffy,2
highmore,golden,2
wonka,long,2
cgi,classic,2
jokes,late,2
jokes,early,2
different,kid,2
accurate,book,2
freddy,golden,2
different,song,2
quick,line,2
quick,hollyweird,2
chocolate,different,2
others,important,2
nature,emotional,2
fans,original,2
factory,funhouse-like,2
factory,eccentric,2
golden,conditions,2
sweet,taste,2
mike,much,2
excellent,book,2
movie,sweet,2
different,nature,2
adventure,sweet,2
earlier,version,2
wonka,massive,2
golden,family,2
johnny,golden,2
depp,golden,2
golden,tour,2
golden,factory,2
ticket,massive,2
impressed,charlie,2
charlie,golden,2
charlie,wonderful,2
dark,film,2
thrilling,sweet,2
golden,living,2
golden,concern,2
others,memememe,2
unusual,factory,2
burton,great,2
burton,full,2
eyes,unhealthy,2
factory,entertaining,2
original,bucket,2
tim,great,2
tim,full,2
bucket,entertaining,2
opinion,original,2
cinematic,film,2
good,book,2
golden,ticket,2
nature,golden,2
charlie,golden,2
bucket,golden,2
plenty,golden,2
reason,golden,2
original,mike,2
gigantic,factory,2
original,technology,2
original,time,2
original,movie,2
child,wonderful,2
real,months,2
original,treats,2
depp,delightful,2
man,good,2
joy,many,2
spoiler,last,2
charlie,many,2
alert,last,2
gon,many,2
oompa,chants,2
ticket,many,2
<,forbidden,2
<,minute,2
first,quirkiness,2
heart,many,2
first,feeling,2
first,audience,2
great,oompa,2
way,many,2
film,unreal,2
film,real,2
film,visual,2
new,chants,2
depp,big,2
taste.johnny,movie,2
man,great,2
tears,many,2
many,wonder,2
modern,film,2
art,film,2
non-cartoon,movie,2
incredible,film,2
pure,wonder,2
taste.johnny,depp,2
pure,effects,2
pure,devices,2
many,rooms,2
many,design,2
man,cinematic,2
pure,portion,2
audience,many,2
pure,dream,2
pure,escape,2
thirty,many,2
little,film,2
seconds,many,2
>,last,2
films,funny,2
depp,candy-coated,2
great,loompa,2
best,loompa,2
last,tongue-lashing,2
eats,spoilt,2
eats,kick-boxing,2
eats,american,2
eats,noisy,2
children,possible,2
children,detestable,2
film,loved,2
dahl,original,2
disappointed,charlie,2
little,denver,2
fantastic,movie,2
all-too-creepy,children,2
original,charlie,2
nasty,parents,2
main,mrs.,2
original,kids,2
original,book,2
original,stuff,2
similarities,original,2
wonka,much,2
....,much,2
added,charlie,2
loompa,funny,2
oompa,funny,2
original,candy,2
grandiosity,first,2
last,willie,2
last,wonka,2
last,end,2
fresh,chants,2
misery,many,2
original,eyes,2
final,burton,2
bucket,many,2
original,burton,2
movie,original,2
family,many,2
amazement,many,2
one,first,2
charlie,bad,2
wonka,many,2
factory,many,2
marvelous,movie,2
fact,original,2
chocolate,complete,2
first,movie,2
best,oompa,2
fun,original,2
sets,real,2
charlie,main,2
chocolate,main,2
factory,main,2
main,weaknesses,2
main,film,2
jack,fourth,2
jack,perfect,2
factory,wrong,2
factory,following,2
comparisons,delightful,2
chocolate,wrong,2
chocolate,following,2
eccentric,charlie,2
jack,recent,2
jack,good,2
jack,big,2
original,film,2
family,important,2
original,chitty,2
original,bang,2
real,oompas,2
first,eats,2
care,important,2
surprising,version,2
burton,weird,2
connection,joint,2
mad,jack,2
amazing,things,2
movie,candy-coated,2
amazing,life,2
warm,connection,2
many,depp,2
film,important,2
burton,mammoth,2
design,gorgeous,2
lessons,important,2
version,much,2
film,strange,2
film,offbeat,2
film,outcast,2
film,whimsical,2
many,movie,2
many,version,2
film,everyday,2
bad,version,2
real,loompas,2
sweet,depp,2
>,<,2
cgi-multiplied,elfman,2
charlie,bad,2
charlie,collar,2
charlie,working,2
acting,jack,2
tenor,good,2
fans,faithful,2
stereotypical,eats,2
charlie,young,2
delightful,fun.this,2
rich,depp,2
highmore,young,2
treatment,good,2
best,films,2
freddie,young,2
movie,whole,2
theme,good,2
good,nothing,2
old,movie,2
rich,movie,2
negative,movie,2
pet,things,2
look,good,2
list,faithful,2
film,good,2
classic,willie,2
genial,chocolate,2
anything.the,things,2
anything.the,life,2
best,things,2
best,life,2
classic,chitty,2
classic,bang,2
sweet,movie,2
overall,movie,2
classic,wonka,2
depp,young,2
chitty,mary,2
chitty,new,2
bang,mary,2
bang,new,2
different,book,2
delightful,depp,2
film,grown,2
elfman,delight,2
crazy,film,2
fun,much,2
feel,good,2
numbers,many,2
original,bounds,2
songs,many,2
original,movie,2
popular,movie,2
many,styles,2
popular,wonka,2
popular,willie,2
hole,greatest,2
british,gothic,2
opinion.but,movie,2
whole,movie,2
viewer,nefarious,2
viewer,candiless,2
order,better,2
willie,much.but,2
viewer,horrible,2
character,funny,2
re-makes,original,2
girl,original,2
wonka,mysterious,2
interesting,order,2
text,chocolate,2
original,leaps,2
character,much,2
charlie,crazy,2
film,better,2
bang,alive,2
months,many,2
dahl,many,2
world,unusual,2
foolish,things,2
perfect,touch,2
bang,amazing,2
lyrics,many,2
fine,movie,2
film,last,2
wonka,much.but,2
amazing,world,2
broadway,many,2
big,batman,2
movie,lower,2
impulses,many,2
charlie,identical,2
much,movie,2
charlie,numerous,2
magnificent,world,2
character,next,2
believer,original,2
long,time,2
next,hole,2
old,movie,2
georgina,least,2
movie,top,2
wrong,ball,2
wrong,son,2
wrong,yesterday,2
wrong,movie,2
wrong,pleasure,2
wrong,....,2
children,competitive,2
movie,enjoyable,2
main,bucket,2
young,world,2
children,oh-so-annoying,2
batman,upcoming,2
batman,tough,2
gothic,sleepy,2
big,movie,2
drain,wrong,2
smart,factory,2
georgina,little,2
original,movie,2
tim,great,2
movie,funny.the,2
charlie,magical,2
film,long,2
first,long,2
wonka,mean,2
face,perfect,2
little,girl,2
modern-day,children,2
fat,eats,2
faithful,children,2
whole,movie,2
johnny,fantastic,2
delicious,movie,2
charlie,inventive,2
burton,great,2
eye,young,1
obese,garbage,1
obese,squirrels,1
obese,video,1
obese,chute,1
augustus,spoiled-beyond-repair,1
obese,veruca,1
charlie,amazing,1
johnny,young,1
obese,tv,1
obese,mike,1
daul,unusual,1
daul,magnificent,1
obese,salt,1
obese,teavee,1
obese,bunch,1
main,grandpa,1
augustus,game-obsessed,1
daul,young,1
david,young,1
spoiled-beyond-repair,chute,1
playing,young,1
spoiled-beyond-repair,bunch,1
spoiled-beyond-repair,squirrels,1
adventure,magnificent,1
spoiled-beyond-repair,video,1
spoiled-beyond-repair,mike,1
spoiled-beyond-repair,teavee,1
adventure,unusual,1
spoiled-beyond-repair,tv,1
comedy,young,1
veruca,game-obsessed,1
amazing,factory,1
comedy,magnificent,1
children,amazing,1
comedy,unusual,1
ronald,young,1
spoiled-beyond-repair,garbage,1
ronald,magnificent,1
bucket,young,1
daul,amazing,1
gloop,spoiled-beyond-repair,1
gloop,game-obsessed,1
pipe,spoiled-beyond-repair,1
pipe,game-obsessed,1
adventure,young,1
violet,spoiled-beyond-repair,1
violet,game-obsessed,1
spoiled-beyond-repair,salt,1
beauregarde,spoiled-beyond-repair,1
beauregarde,game-obsessed,1
blueberry,spoiled-beyond-repair,1
obese,blueberry,1
blueberry,game-obsessed,1
spoiled-beyond-repair,veruca,1
ronald,unusual,1
young,talent,1
something,spoiled-beyond-repair,1
obese,beauregarde,1
obese,violet,1
depp,famous,1
film,famous,1
young,cast,1
favorite,scene,1
gee,tough,1
tough,one,1
factory,magnificent,1
amazing,film,1
children,obese,1
children,spoiled-beyond-repair,1
factory,young,1
factory,amazing,1
children,game-obsessed,1
amazing,story,1
comeuppances,obese,1
amazing,boy,1
amazing,tour,1
come,amazing,1
come,young,1
lessons,amazing,1
lessons,best,1
kelly,interesting,1
amazing,cast,1
kelly,young,1
amazing,adventure,1
amazing,comedy,1
amazing,family,1
lessons,worth,1
lessons,anything.the,1
come,magnificent,1
life,magnificent,1
life,young,1
interesting,counterbalance,1
interesting,cast,1
life,amazing,1
come,unusual,1
counterbalance,young,1
better,talent,1
better,experience,1
chocolate,magnificent,1
young,talent,1
young,..,1
amazing,candy,1
amazing,maker,1
cool,obese,1
cool,spoiled-beyond-repair,1
cast,young,1
cast,magnificent,1
young,chances,1
something,game-obsessed,1
young,people,1
cool,game-obsessed,1
young,people,1
obese,augustus,1
obese,gloop,1
obese,pipe,1
cast,unusual,1
things,whole,1
something,obese,1
amazing,chocolate,1
amazing,factory,1
chocolate,young,1
actor/actress,better,1
chocolate,amazing,1
movies,better,1
whole,level,1
comeuppances,spoiled-beyond-repair,1
role,whole,1
charlie,unusual,1
comeuppances,game-obsessed,1
charlie,magnificent,1
charlie,young,1
hatter,whole,1
mad,whole,1
depp,whole,1
johnny,whole,1
movie,whole,1
rest,amazing,1
grandpa,amazing,1
family,young,1
opinion,wondrous,1
opinion,famous,1
opinion,talented,1
wondrous,anything,1
wondrous,film,1
factory,golden,1
wondrous,johnny,1
full,candy,1
wondrous,depp,1
anything,famous,1
anything,talented,1
chocolate,separate,1
munich,poor,1
germany,poor,1
chocolate,golden,1
film,famous,1
poor,village,1
children,complete,1
children,separate,1
full,tour,1
factory,separate,1
factory,complete,1
full,boy,1
place,poor,1
unusual,maker,1
movie,famous,1
burtions,amazing,1
movie,talented,1
golden,mayhem,1
golden,bars,1
version,honest,1
version,wondrous,1
full,maker,1
golden,chocolate,1
version,famous,1
version,talented,1
golden,tickets,1
film,poor,1
honest,opinion,1
honest,anything,1
honest,film,1
honest,johnny,1
honest,depp,1
children,golden,1
wonka,complete,1
salt,game-obsessed,1
main,salt,1
movie,unusual,1
full,burtions,1
main,mr.,1
full,film,1
main,beauregarde,1
full,imagination,1
main,willy,1
main,wonka,1
main,charlie,1
main,joe,1
full,family,1
full,comedy,1
full,adventure,1
full,cast,1
full,life,1
full,talent,1
full,ronald,1
full,daul,1
full,charlie,1
main,characters,1
movie,magnificent,1
film,talented,1
main,dr.wanka,1
famous,johnny,1
famous,depp,1
wonka,separate,1
wonka,golden,1
talented,johnny,1
full,story,1
willy,complete,1
willy,separate,1
talented,depp,1
willy,golden,1
movie,full,1
film,complete,1
film,separate,1
film,golden,1
story,complete,1
story,separate,1
story,golden,1
movie,amazing,1
movie,young,1
movie,wondrous,1
unusual,candy,1
magnificent,maker,1
loved,movie,1
talent,unusual,1
film,unusual,1
loved,version,1
loved,opinion,1
loved,anything,1
loved,film,1
story,young,1
loved,johnny,1
talent,magnificent,1
special,boy,1
loved,depp,1
ronald,honest,1
ronald,wondrous,1
ronald,famous,1
story,magnificent,1
talent,young,1
ronald,talented,1
fifth,special,1
dahl,honest,1
ronald,amazing,1
loved,factory,1
movie,honest,1
loved,chocolate,1
garbage,game-obsessed,1
charlie,amazing,1
chute,game-obsessed,1
bunch,game-obsessed,1
squirrels,game-obsessed,1
family,magnificent,1
video,game-obsessed,1
game-obsessed,mike,1
game-obsessed,teavee,1
game-obsessed,tv,1
loved,ronald,1
loved,dahl,1
loved,charlie,1
family,unusual,1
film,young,1
film,magnificent,1
full,come,1
special,bucket,1
special,charlie,1
dahl,wondrous,1
tickets,special,1
story,unusual,1
dahl,famous,1
young,candy,1
young,maker,1
imagination,young,1
boy,magnificent,1
imagination,amazing,1
boy,unusual,1
tour,magnificent,1
tour,unusual,1
magnificent,chocolate,1
magnificent,factory,1
burtions,unusual,1
factory,wondrous,1
tickets,complete,1
tickets,separate,1
burtions,magnificent,1
factory,famous,1
magnificent,candy,1
factory,talented,1
burtions,young,1
imagination,magnificent,1
factory,honest,1
separate,chocolate,1
chocolate,wondrous,1
dahl,talented,1
young,boy,1
charlie,honest,1
young,tour,1
charlie,wondrous,1
charlie,famous,1
charlie,talented,1
chocolate,honest,1
young,chocolate,1
young,factory,1
chocolate,famous,1
complete,mayhem,1
chocolate,talented,1
bars,complete,1
talent,amazing,1
separate,mayhem,1
imagination,unusual,1
separate,bars,1
life,unusual,1
magical,potion,1
david,interesting,1
youngin-,fantastic,1
youngin-,giant,1
youngin-,james,1
youngin-,books,1
youngin-,stories,1
youngin-,dahl,1
youngin-,roald,1
entertaining,time,1
wild,time,1
material,entertaining,1
material,wild,1
source,entertaining,1
source,wild,1
original,time,1
original,material,1
original,source,1
youngin-,peach,1
youngin-,mr.,1
dahl,wild,1
youngin-,fox,1
imaginative,books,1
imaginative,stories,1
dahl,many,1
dahl,vibrant,1
dahl,imaginative,1
roald,many,1
roald,vibrant,1
roald,imaginative,1
youngin-,factory,1
youngin-,chocolate,1
youngin-,charlie,1
youngin-,book,1
youngin-,more-,1
youngin-,matilda,1
youngin-,witches,1
dahl,entertaining,1
dahl,original,1
film,consistent,1
factory,original,1
chocolate,entertaining,1
chocolate,wild,1
chocolate,original,1
chocolate,TRUE,1
charlie,entertaining,1
charlie,wild,1
charlie,original,1
charlie,TRUE,1
tale-,time,1
tale-,material,1
tale-,source,1
tale-,dahl,1
tale-,roald,1
tale-,lot,1
tale-,title,1
factory,TRUE,1
factory,wild,1
roald,entertaining,1
factory,entertaining,1
roald,wild,1
roald,original,1
TRUE,time,1
TRUE,material,1
TRUE,source,1
TRUE,dahl,1
TRUE,roald,1
lot,entertaining,1
lot,wild,1
lot,original,1
lot,TRUE,1
title,entertaining,1
title,wild,1
title,original,1
title,TRUE,1
imaginative,james,1
imaginative,giant,1
imaginative,peach,1
wide-eyed,disappointment,1
wide-eyed,times,1
wide-eyed,handful,1
wide-eyed,book,1
film,immense,1
film,excited,1
film,wide-eyed,1
original,boredom,1
original,disappointment,1
original,amount,1
original,times,1
original,handful,1
original,book,1
original,film,1
many,factory,1
many,chocolate,1
wide-eyed,amount,1
wide-eyed,boredom,1
imaginative,fantastic,1
excited,book,1
original,pacing,1
original,tone,1
original,lacking,1
original,acting,1
immense,boredom,1
immense,disappointment,1
immense,amount,1
times,immense,1
handful,immense,1
book,immense,1
excited,boredom,1
excited,disappointment,1
excited,amount,1
excited,times,1
excited,handful,1
many,charlie,1
many,book,1
many,more-,1
matilda,many,1
vibrant,fantastic,1
vibrant,peach,1
vibrant,giant,1
vibrant,james,1
vibrant,books,1
vibrant,stories,1
imaginative,factory,1
imaginative,chocolate,1
imaginative,charlie,1
imaginative,book,1
imaginative,more-,1
imaginative,matilda,1
imaginative,witches,1
imaginative,fox,1
imaginative,mr.,1
vibrant,mr.,1
vibrant,fox,1
vibrant,witches,1
james,many,1
witches,many,1
fox,many,1
mr.,many,1
fantastic,many,1
peach,many,1
giant,many,1
books,many,1
vibrant,matilda,1
stories,many,1
vibrant,factory,1
vibrant,chocolate,1
vibrant,charlie,1
vibrant,book,1
vibrant,more-,1
tale-,factory,1
tale-,chocolate,1
tale-,charlie,1
neverland,young,1
depp,easy,1
depp,young,1
mr.,natural,1
mr.,easy,1
mr.,young,1
highmore,natural,1
highmore,easy,1
highmore,young,1
freddie,natural,1
freddie,easy,1
freddie,young,1
charlie,natural,1
charlie,easy,1
charlie,young,1
real,wonka,1
depp,natural,1
neverland,easy,1
bonham,good,1
neverland,natural,1
helena,good,1
taylor,excellent,1
taylor,good,1
noah,excellent,1
noah,good,1
parents,excellent,1
parents,good,1
freddie,excellent,1
freddie,good,1
kelly,wonderful,1
david,wonderful,1
grandfather,wonderful,1
actor,natural,1
actor,easy,1
young,actor,1
real,willie,1
everything,real,1
delight,real,1
absolute,wonka,1
loving,maker,1
loving,chocolate,1
loving,treasure,1
loving,family,1
shows,loving,1
child,loving,1
humble,maker,1
humble,chocolate,1
humble,treasure,1
humble,family,1
humble,shows,1
humble,child,1
charlie,loving,1
charlie,humble,1
worst,host,1
johnny,magnificent,1
depp,magnificent,1
magnificent,anything,1
mr.,absolute,1
absolute,willie,1
absolute,everything,1
absolute,delight,1
depp,real,1
depp,absolute,1
mr.,real,1
brilliant,realm,1
willie,brilliant,1
brilliant,world,1
brilliant,group,1
brilliant,day,1
brilliant,field,1
depp,brilliant,1
mr.,brilliant,1
helena,excellent,1
bonham,excellent,1
classic,time,1
imaginative,source,1
imaginative,roald,1
imaginative,lot,1
imaginative,title,1
imaginative,factory,1
imaginative,chocolate,1
imaginative,charlie,1
imaginative,reinvention,1
brilliant,entertaining,1
brilliant,wild,1
brilliant,original,1
brilliant,TRUE,1
brilliant,tale-,1
brilliant,classic,1
brilliant,imaginative,1
magical,burton,1
imaginative,dahl,1
imaginative,material,1
carter,good,1
imaginative,time,1
classic,material,1
classic,source,1
classic,dahl,1
classic,roald,1
classic,lot,1
classic,title,1
classic,factory,1
classic,chocolate,1
classic,charlie,1
reinvention,entertaining,1
reinvention,wild,1
reinvention,original,1
reinvention,TRUE,1
reinvention,tale-,1
reinvention,classic,1
magical,mr.,1
magical,thanks,1
magical,ride,1
beware,magical,1
loompa,special,1
oompa,special,1
roy,special,1
deep,special,1
excellent,burton,1
excellent,mr.,1
excellent,direction,1
excellent,job,1
cast,excellent,1
good,burton,1
good,mr.,1
good,direction,1
good,job,1
good,cast,1
carter,excellent,1
special,mention,1
special,hundreds,1
special,times,1
technical,film,1
viewer,magical,1
best,joy,1
best,film,1
director,best,1
part,best,1
technical,joy,1
technical,director,1
musical,score,1
technical,part,1
production,best,1
production,technical,1
people,best,1
people,technical,1
score,brilliant,1
film,dreadful,1
film,broad,1
joe,young,1
anything,worth,1
of-old,mr.,1
of-old,anything,1
wise,worth,1
wise,of-old,1
robert,worth,1
robert,of-old,1
behind-camera,brilliance,1
burton,behind-camera,1
tim,behind-camera,1
successful,wonka,1
successful,diversity,1
successful,persona,1
successful,sparrow,1
successful,jack,1
pleased,wonka,1
of-old,burton,1
mr.,worth,1
pleased,persona,1
burton,worth,1
due,illegitimate,1
due,awkward,1
due,anti-candy,1
neatest,wonka,1
neatest,willy,1
neatest,aspect,1
interesting,factory,1
interesting,chocolate,1
interesting,charlie,1
interesting,generation,1
interesting,actor,1
depp,interesting,1
johnny,interesting,1
original,entertainment,1
fun,original,1
pleased,diversity,1
pleased,sparrow,1
film,thin,1
personalities,magical,1
dynamic,magical,1
similar,member,1
similar,followers,1
similar,number,1
similar,factory,1
similar,chocolate,1
similar,charlie,1
similar,ventures,1
similar,burton/depp,1
subsides,able,1
anguish,able,1
personal,subsides,1
personal,anguish,1
recent,production,1
movie,recent,1
dynamic,tasty,1
personalities,tasty,1
pleased,jack,1
lessons,simple,1
apparent,superb,1
apparent,delivery,1
apparent,clueless,1
sarcastic,superb,1
sarcastic,delivery,1
sarcastic,clueless,1
snippy,wonka,1
snippy,willie,1
bumbling,snippy,1
portrayal,snippy,1
depp,snippy,1
mr.,snippy,1
tasty,entertainment,1
tasty,potion,1
magical,entertainment,1
overbearing,anti-candy,1
overbearing,awkward,1
overbearing,illegitimate,1
spoiled,children,1
roy,interesting,1
roy,spoiled,1
deep,young,1
deep,interesting,1
deep,spoiled,1
loompas,young,1
loompas,interesting,1
loompas,spoiled,1
oompa,young,1
oompa,interesting,1
oompa,spoiled,1
characters,young,1
characters,interesting,1
characters,spoiled,1
illegitimate,everyone,1
roy,young,1
spoiled,comeuppances,1
anti-candy,dentist,1
spoiled,charlie,1
joe,interesting,1
grandfather,young,1
grandfather,interesting,1
charlie,young,1
charlie,interesting,1
comeuppances,young,1
comeuppances,interesting,1
children,young,1
children,interesting,1
spoiled,cast,1
spoiled,counterbalance,1
spoiled,kelly,1
spoiled,david,1
spoiled,joe,1
spoiled,grandfather,1
illegitimate,utters,1
illegitimate,son,1
louise,illegitimate,1
tina,illegitimate,1
father,awkward,1
dentist,illegitimate,1
dentist,awkward,1
anti-candy,everyone,1
anti-candy,utters,1
anti-candy,son,1
anti-candy,louise,1
anti-candy,tina,1
anti-candy,morrison,1
anti-candy,jim,1
anti-candy,wacko,1
anti-candy,willy,1
anti-candy,lee,1
anti-candy,christopher,1
anti-candy,father,1
father,illegitimate,1
christopher,awkward,1
christopher,illegitimate,1
awkward,louise,1
morrison,illegitimate,1
jim,illegitimate,1
wacko,illegitimate,1
awkward,everyone,1
awkward,utters,1
awkward,son,1
awkward,tina,1
lee,awkward,1
awkward,morrison,1
awkward,jim,1
awkward,wacko,1
willy,illegitimate,1
willy,awkward,1
lee,illegitimate,1
comparative,book,1
comparative,analysis,1
pointless,comparative,1
film,general,1
lot,general,1
additions,general,1
films,wonka,1
films,willy,1
films,character,1
films,film,1
films,heart,1
films,lot,1
films,additions,1
beautiful,runtime,1
beautiful,films,1
beautiful,course,1
beautiful,additions,1
beautiful,storytelling-,1
beautiful,accurate,1
heart,general,1
character,general,1
huge,child,1
willy,general,1
good,performance,1
good,depp,1
good,johnny,1
good,everyone,1
good,teavee,1
good,mike,1
good,actor,1
good,child,1
good,fan,1
performances,iconic,1
performances,oddball,1
performances,watch-,1
performances,huge,1
performances,good,1
wonka,general,1
beautiful,book,1
beautiful,songs,1
beautiful,material,1
beautiful,source,1
consistent,tone,1
lacking,unsound,1
lacking,thin,1
lacking,broad,1
lacking,consistent,1
dreadful,film,1
dreadful,pacing,1
dreadful,tone,1
dreadful,lacking,1
acting,unsound,1
acting,thin,1
acting,broad,1
acting,consistent,1
acting,dreadful,1
film,unsound,1
consistent,pacing,1
consistent,film,1
tone,broad,1
child,eyes,1
beautiful,adaptation,1
child,love,1
child,film,1
child,burton,1
child,tim,1
child,work,1
unsound,film,1
tone,thin,1
pacing,unsound,1
thin,film,1
thin,pacing,1
broad,film,1
broad,pacing,1
tone,unsound,1
huge,fan,1
huge,actor,1
others,comparative,1
movie,enjoyable,1
day,original,1
film,original,1
opinion,original,1
unpopular,adaptation,1
unpopular,day,1
unpopular,film,1
unpopular,opinion,1
end,original,1
end,unpopular,1
dark,hand,1
dark,story,1
dark,whimsicalness,1
dark,wonder,1
dark,lot,1
dark,energy,1
original,adaptation,1
enjoyable,admission,1
huge,mike,1
stupid,book,1
fact,comparative,1
sole,reason,1
criticisms,sole,1
centric,reason,1
centric,criticisms,1
glad,sole,1
glad,centric,1
sure,reason,1
sure,criticisms,1
sure,wonka,1
sure,glad,1
devotee,sole,1
devotee,centric,1
devotee,sure,1
wonka,sure,1
film,dark,1
tone,dark,1
look,dark,1
iconic,character,1
mike,watch-,1
actor,iconic,1
actor,oddball,1
actor,watch-,1
child,iconic,1
child,oddball,1
child,watch-,1
fan,iconic,1
fan,oddball,1
fan,watch-,1
